,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
356,1,13,633,100.0,100.0,15,20695,0,0,4,-4,407.2,2,0,2,4.1,1.3,2,Antonio,1.3,22,3,120.0,267,False,541.2,0,0,0,0,2651,,2018-02-19T10:31:19Z,69,0,0,0,20695.jpg,4.7,0,0,Valencia,11.7,False,25.0,a,12,1,253.0,140,1224930,11053,1255793,4499,0.2,20.3,Valencia,7
357,0,0,75,100.0,100.0,2,40002,0,0,-6,6,18.9,0,0,2,4.5,1.5,0,Matteo,1.5,2,0,8.2,268,False,57.2,0,0,0,0,286,,2018-01-01T17:01:18Z,49,0,0,0,40002.jpg,2.7,0,0,Darmian,0.2,False,36.0,a,12,1,6.0,16,7469,46,33717,47,0.3,3.3,Darmian,0
358,0,0,91,100.0,100.0,3,58877,0,0,-4,4,80.7,0,0,2,2.1,0.3,0,Daley,0.3,0,0,15.2,270,False,57.0,0,0,0,0,284,,2018-01-19T13:31:17Z,51,0,0,0,58877.jpg,3.5,0,0,Blind,0.9,False,17.0,a,12,1,15.0,21,136031,53,189639,62,0.1,4.1,Blind,0
359,0,3,218,100.0,100.0,6,197365,0,0,0,0,28.4,1,0,2,2.1,0.3,0,Eric,0.3,6,1,31.4,271,False,205.8,0,0,0,0,909,,2017-11-18T20:31:14Z,60,1,0,0,197365.jpg,4.4,0,0,Bailly,5.7,False,3.0,a,12,1,79.0,48,620107,254,902857,2541,0.1,8.0,Bailly,2
360,0,0,3,0.0,0.0,0,180804,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Axel,0.0,0,0,0.0,272,False,0.0,0,0,0,0,1,Season-long loan to Aston Villa,2018-01-25T14:01:16Z,39,0,0,0,180804.jpg,1.0,0,0,Tuanzebe,1.2,False,38.0,u,12,1,0.0,1,111019,19,137287,334,0.0,0.3,Tuanzebe,0
361,0,1,271,,,4,184667,0,0,-6,6,36.3,0,0,2,4.1,1.3,2,Victor,1.3,14,0,31.0,273,False,264.2,0,0,0,0,1194,,,49,0,0,0,184667.jpg,2.6,0,0,Lindelöf,1.2,False,2.0,a,12,1,8.0,41,81025,3030,307801,294,0.3,8.4,Lindelöf,1
362,4,6,379,100.0,100.0,14,43670,0,0,-2,2,744.7,1,0,3,2.5,0.5,0,Juan,0.5,9,3,156.3,274,False,387.2,0,0,0,0,1739,,2017-07-18T08:31:12Z,68,0,0,0,43670.jpg,3.5,0,0,Mata,2.0,False,8.0,a,12,1,436.0,92,212735,219,275599,513,0.1,13.5,Mata,1
363,0,3,156,100.0,100.0,4,41184,0,0,-3,3,73.4,1,0,3,6.1,2.3,6,Marouane,2.3,0,4,53.4,275,False,235.0,0,0,0,0,544,,2018-01-31T22:31:17Z,47,0,0,0,41184.jpg,3.0,0,0,Fellaini,0.6,False,27.0,a,12,1,226.0,45,192631,997,207150,80,0.5,9.6,Fellaini,1
364,0,0,0,100.0,100.0,0,2404,0,0,-3,3,11.2,0,0,3,1.5,0.0,0,Michael,0.0,0,0,5.1,276,False,7.0,0,0,0,0,24,,2017-09-26T12:31:13Z,42,0,0,0,2404.jpg,1.0,0,0,Carrick,0.8,False,16.0,a,12,1,33.0,1,90208,275,118118,313,0.0,0.2,Carrick,0
365,6,11,462,100.0,100.0,9,18892,0,0,-2,2,481.1,1,0,3,6.1,2.3,5,Ashley,2.3,25,2,126.5,277,False,574.0,0,0,0,0,2294,,2018-03-31T13:31:18Z,48,0,0,0,18892.jpg,3.5,0,0,Young,2.2,False,18.0,a,12,1,211.0,95,658459,12181,567169,1713,0.5,19.8,Young,6
366,2,0,215,100.0,100.0,4,59846,0,0,-5,5,216.9,0,0,3,6.5,2.5,2,Ander,2.5,14,0,58.6,278,False,278.2,0,0,0,0,1154,,2018-02-11T18:01:18Z,50,0,0,0,59846.jpg,1.7,0,0,Herrera,1.3,False,21.0,a,12,1,89.0,40,30911,777,198830,176,0.5,8.0,Herrera,5
367,6,10,430,100.0,100.0,8,109322,0,0,0,0,489.0,2,0,3,7.1,2.8,2,Jesse,2.8,18,8,164.8,279,False,506.2,0,0,0,0,1712,,2017-11-05T15:31:17Z,60,0,0,0,109322.jpg,4.0,0,0,Lingard,10.6,False,14.0,a,12,1,657.0,124,1886370,29674,1334209,11615,0.5,20.7,Lingard,2
368,6,7,396,100.0,100.0,9,148225,0,0,-2,2,470.9,1,0,3,4.1,1.3,1,Anthony,1.3,12,9,173.1,280,False,531.0,0,0,0,0,1482,,2018-03-05T20:01:18Z,78,0,0,0,148225.jpg,4.2,0,0,Martial,2.4,False,11.0,a,12,1,727.0,123,586269,1112,570524,1009,0.2,15.8,Martial,1
369,13,15,515,100.0,100.0,10,74208,0,0,-1,1,610.1,4,0,3,16.5,7.5,10,Paul,7.5,19,6,201.5,282,False,687.8,0,0,0,0,1960,,2018-03-09T20:31:18Z,79,0,0,0,74208.jpg,5.5,1,0,Pogba,14.1,False,6.0,a,12,1,716.0,133,2492410,70455,2960176,3693,0.9,16.8,Pogba,4
370,0,0,71,100.0,100.0,2,195851,0,0,-3,3,30.1,0,0,3,2.1,0.3,0,Scott,0.3,3,0,9.5,283,False,55.2,0,0,0,0,435,,2018-03-26T16:01:18Z,42,0,0,0,195851.jpg,1.5,0,0,McTominay,0.7,False,39.0,a,12,1,10.0,15,114938,823,75020,1383,0.1,3.6,McTominay,1
371,5,9,349,100.0,100.0,9,176297,-1,1,-2,2,379.6,1,0,4,4.1,1.3,1,Marcus,1.3,15,6,159.2,284,False,430.2,0,0,0,0,1603,,2018-02-11T18:01:18Z,73,0,0,0,176297.jpg,2.9,0,0,Rashford,6.6,False,19.0,a,12,1,786.0,93,1194360,21434,1206693,4587,0.2,12.7,Rashford,3
372,7,18,593,25.0,100.0,14,66749,0,0,0,0,572.4,3,0,4,1.6,2.5,1,Romelu,2.5,26,16,273.2,285,False,831.0,0,0,0,0,2866,Foot injury - 25% chance of playing,2018-04-29T17:01:20Z,115,0,1,0,66749.jpg,4.8,0,0,Lukaku,25.2,False,9.0,d,12,1,1334.0,162,2809089,6283,4073310,101061,0.2,14.1,Lukaku,4
373,0,0,0,0.0,0.0,0,156689,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Andreas,0.0,0,0,0.0,476,False,0.0,0,0,0,0,0,Season-long loan to Valencia,2017-09-05T09:39:21Z,49,0,0,0,156689.jpg,0.0,0,0,Pereira,0.0,False,15.0,u,12,1,0.0,0,228,1,3944,1,0.0,0.0,Pereira,0
374,0,0,18,0.0,0.0,0,9808,0,0,-5,5,43.5,0,0,4,0.0,0.0,0,Zlatan,0.0,2,0,12.6,523,False,14.8,0,0,0,0,102,Left club on 22/3 - Unknown return date,2017-12-30T20:01:16Z,95,0,0,0,9808.jpg,1.0,0,0,Ibrahimovic,0.1,False,10.0,n,12,1,68.0,5,38534,55,40172,60,0.0,0.5,Ibrahimovic,0
375,2,5,154,100.0,100.0,6,167767,0,0,-2,2,205.0,1,0,3,3.5,2.5,2,Robert Kenedy,2.0,6,2,66.4,110,False,228.4,0,0,0,0,863,,2018-01-26T15:31:17Z,48,0,0,0,167767.jpg,4.3,0,0,Nunes do Nascimento,2.8,False,15.0,a,13,4,230.0,47,225801,2685,66909,4237,0.4,9.8,Kenedy,1
376,1,1,76,0.0,100.0,1,149828,0,0,-4,4,100.8,0,0,4,0.0,1.3,1,Islam,0.8,4,1,29.6,212,False,83.2,0,0,0,0,369,Suspended - unknown return date,2018-05-03T10:31:18Z,66,0,0,0,149828.jpg,1.6,0,0,Slimani,0.3,False,13.0,s,13,4,115.0,25,25691,108,38476,467,0.1,3.8,Slimani,1
377,0,4,280,100.0,100.0,3,19838,0,0,0,0,0.0,3,0,1,-0.5,0.5,0,Robert,0.0,21,0,36.5,286,False,364.2,0,0,0,0,1440,,2018-03-09T14:31:17Z,40,0,0,1,19838.jpg,3.6,0,44,Elliot,14.2,False,1.0,a,13,4,0.0,57,908232,2065,1052705,14023,0.0,14.3,Elliot,0
378,0,2,172,100.0,100.0,2,59735,0,0,-2,2,0.0,1,0,1,-0.5,0.5,0,Karl,0.0,15,0,25.9,287,False,258.8,0,0,0,0,900,,2018-03-31T13:31:18Z,43,1,0,0,59735.jpg,3.3,0,35,Darlow,0.2,False,26.0,a,13,4,0.0,33,25571,60,32047,251,0.0,7.7,Darlow,0
379,2,5,430,100.0,100.0,6,151119,0,0,0,0,301.0,2,0,2,5.1,3.3,2,DeAndre,2.8,36,0,81.6,288,False,463.0,0,0,0,0,2639,,2017-09-10T14:31:14Z,45,1,0,0,151119.jpg,2.6,0,0,Yedlin,1.8,False,22.0,a,13,4,51.0,80,157015,4273,73858,2397,0.6,17.8,Yedlin,4
380,1,6,317,100.0,100.0,4,58845,0,0,-2,2,50.8,1,0,2,-0.5,0.5,0,Ciaran,0.0,30,2,67.5,289,False,433.6,0,0,0,0,1745,,2018-02-24T14:01:19Z,43,0,0,0,58845.jpg,3.2,0,0,Clark,1.6,False,2.0,a,13,4,190.0,64,295472,439,277520,1499,0.0,14.9,Clark,3
381,0,9,504,100.0,100.0,8,101148,0,0,4,-4,75.0,2,0,2,3.1,2.3,2,Jamaal,1.8,28,3,102.8,290,False,731.8,0,0,0,0,2657,,2018-01-06T17:31:18Z,49,0,0,0,101148.jpg,3.6,0,0,Lascelles,9.8,False,6.0,a,13,4,217.0,107,1277732,7434,834423,9030,0.4,21.8,Lascelles,5
382,0,0,235,100.0,100.0,4,106618,0,0,-3,3,68.3,0,0,2,3.1,2.3,1,Paul,1.8,15,0,37.9,291,False,305.0,0,0,0,0,1332,,2017-08-13T13:01:13Z,42,0,0,0,106618.jpg,2.5,0,0,Dummett,1.1,False,3.0,a,13,4,5.0,43,82666,1387,60667,970,0.4,10.2,Dummett,1
383,0,0,0,0.0,0.0,0,83428,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Grant,0.0,0,0,0.0,292,False,0.0,0,0,0,0,0,Transferred to Norwich,2017-09-05T09:35:21Z,40,0,0,0,83428.jpg,0.0,0,0,Hanley,0.4,False,5.0,u,13,4,0.0,0,5859,4,86884,63,0.0,0.0,Hanley,0
384,0,2,38,0.0,0.0,1,27462,0,0,-1,1,47.6,0,0,2,0.0,0.0,0,Jesús,0.0,0,0,8.4,293,False,32.2,0,0,0,0,97,Ankle injury - Unknown return date,2017-12-15T14:01:15Z,39,0,0,0,27462.jpg,4.5,0,0,Gámez Duarte,1.5,False,27.0,i,13,4,4.0,9,204689,243,235037,760,0.0,2.3,Gámez,0
385,1,4,344,100.0,100.0,4,77359,0,0,-2,2,69.2,1,0,2,5.1,3.3,2,Florian,2.8,29,0,67.8,294,False,481.0,0,0,0,0,1833,,2018-02-04T14:31:19Z,43,0,0,0,77359.jpg,2.5,0,0,Lejeune,0.9,False,20.0,a,13,4,127.0,52,61372,2692,44579,1227,0.7,12.1,Lejeune,3
386,7,10,473,100.0,100.0,8,56983,0,0,-6,6,787.6,1,0,3,6.1,3.8,2,Matt,3.3,34,3,183.8,295,False,546.8,0,0,0,0,2604,,2018-03-26T16:01:18Z,54,0,0,0,56983.jpg,3.5,0,0,Ritchie,2.4,False,11.0,a,13,4,502.0,111,457134,6201,515592,2791,0.6,20.6,Ritchie,5
387,3,4,310,100.0,100.0,5,50232,0,0,-3,3,528.2,1,0,3,6.5,4.0,2,Jonjo,3.5,27,1,112.3,296,False,381.4,0,0,0,0,1994,,2018-03-10T14:01:18Z,52,0,0,0,50232.jpg,2.3,2,0,Shelvey,0.6,False,8.0,a,13,4,215.0,63,38309,1188,90992,748,0.7,12.1,Shelvey,2
388,0,0,0,0.0,0.0,0,42727,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Yoan,0.0,0,0,0.0,297,False,0.0,0,0,0,0,0,Joined Goztepe SK,2017-07-18T09:38:42Z,50,0,0,0,42727.jpg,0.0,0,0,Gouffran,0.0,False,20.0,u,13,4,0.0,0,37,1,258,0,0.0,0.0,Gouffran,0
389,0,3,293,,,5,28147,0,0,-4,4,185.7,0,0,3,3.5,2.5,1,Mohamed,2.0,24,2,75.9,298,False,381.0,0,0,0,0,1775,,,46,0,0,0,28147.jpg,2.3,0,0,Diamé,0.3,False,10.0,a,13,4,189.0,64,20472,365,22021,278,0.4,13.9,Diamé,2
390,0,0,0,0.0,0.0,0,58771,0,0,-3,3,0.0,0,0,3,0.0,0.0,0,Jack,0.0,0,0,0.0,299,False,0.0,0,0,0,0,0,Season-long loan to Nottingham Forest,2018-02-01T10:05:52Z,42,0,0,0,58771.jpg,0.0,0,0,Colback,0.7,False,4.0,u,13,4,0.0,0,113583,14,118157,195,0.0,0.0,Colback,0
391,4,5,236,0.0,0.0,6,104953,0,0,-2,2,340.6,1,0,3,0.0,0.0,0,Christian,0.3,22,2,112.9,300,False,308.8,0,0,0,0,1776,Knock - Expected back 05 Apr,2018-04-20T13:31:17Z,48,0,0,0,104953.jpg,2.8,0,0,Atsu,1.3,False,30.0,i,13,4,480.0,78,453923,6,537421,1460,0.1,16.3,Atsu,1
392,3,7,240,100.0,100.0,6,104547,0,0,-4,4,296.9,2,0,4,2.5,2.0,2,Dwight,1.5,28,5,128.7,301,False,310.0,0,0,0,0,1734,,2018-01-20T16:31:17Z,61,0,0,0,104547.jpg,2.6,0,0,Gayle,1.1,False,9.0,a,13,4,686.0,84,150975,1123,213305,1293,0.2,13.8,Gayle,3
393,6,12,332,,,7,168580,0,0,-1,1,481.3,3,0,4,13.5,7.5,2,Ayoze,7.0,25,5,158.3,302,False,458.6,0,0,0,0,2216,,,54,1,0,0,168580.jpg,3.2,0,0,Pérez,5.8,False,17.0,a,13,4,645.0,104,466586,34279,212344,10629,1.3,19.3,Pérez,2
394,0,0,37,0.0,0.0,0,128389,0,0,-3,3,44.7,0,0,4,0.0,0.0,0,Aleksandar,0.0,0,1,16.6,303,False,48.2,0,0,0,0,89,Season-long loan to Fulham,2017-12-15T14:01:15Z,47,0,0,0,128389.jpg,1.7,0,0,Mitrovic,0.6,False,45.0,u,13,4,73.0,10,48953,3,155967,69,0.0,2.1,Mitrovic,0
395,0,0,0,0.0,0.0,0,11854,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Daryl,0.0,0,0,0.0,304,False,0.0,0,0,0,0,0,Transferred to Nottingham Forest,2017-07-23T10:06:06Z,45,0,0,0,11854.jpg,0.0,0,0,Murphy,0.7,False,33.0,u,13,4,0.0,0,7892,22,25159,98,0.0,0.0,Murphy,0
396,0,0,0,100.0,100.0,0,92170,0,0,-1,1,0.0,0,0,2,-0.5,0.5,0,Massadio,0.0,0,0,0.0,465,False,0.0,0,0,0,0,0,,2017-09-14T11:01:13Z,39,0,0,0,92170.jpg,0.0,0,0,Haidara,1.8,False,25.0,a,13,4,0.0,0,140248,1090,120591,1090,0.0,0.0,Haidara,0
397,0,0,0,0.0,0.0,0,48773,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Siem,0.0,0,0,0.0,466,False,0.0,0,0,0,0,0,Transferred to Ajax,2017-08-28T15:01:13Z,49,0,0,0,48773.jpg,0.0,0,0,de Jong,0.1,False,15.0,u,13,4,0.0,0,529,0,9757,0,0.0,0.0,de Jong,0
398,0,0,19,0.0,0.0,0,155513,0,0,-2,2,8.1,0,0,3,0.0,0.0,0,Rolando,0.0,2,0,4.6,467,False,12.0,0,0,0,0,136,Season-long loan to Verona,2018-02-01T10:33:31Z,43,0,0,0,155513.jpg,1.3,0,0,Aarons,0.1,False,16.0,u,13,4,25.0,5,11803,1,20215,27,0.0,1.2,Aarons,0
399,0,1,229,,,4,109528,0,0,-3,3,144.5,0,0,2,-0.5,0.5,0,Javier,0.0,29,0,41.3,477,False,244.8,0,0,0,0,1691,,,42,0,0,0,109528.jpg,2.3,0,0,Manquillo,0.6,False,19.0,a,13,4,22.0,45,83605,66,115793,257,0.0,10.7,Manquillo,2
400,1,2,150,,,1,114243,0,0,-5,5,129.5,0,0,3,1.1,1.3,1,Jacob,0.8,23,1,46.0,478,False,147.8,0,0,0,0,976,,,50,0,0,0,114243.jpg,2.0,0,0,Murphy,0.1,False,7.0,a,13,4,184.0,43,5470,11,13680,25,0.2,8.6,Murphy,0
401,1,5,219,100.0,100.0,5,61316,0,0,0,0,250.7,0,0,4,1.1,1.3,1,Jose Luis,0.8,25,4,104.6,488,False,291.2,0,0,0,0,1647,,2018-03-30T13:31:18Z,55,0,1,0,61316.jpg,2.4,0,0,Mato Sanmartín,0.4,False,21.0,a,13,4,511.0,67,172005,153,171633,168,0.1,12.2,Joselu,2
402,0,3,133,100.0,100.0,1,149736,0,0,-1,1,67.1,1,0,2,-0.5,0.5,0,Chancel,0.0,11,0,23.2,494,False,158.2,0,0,0,0,670,,2018-01-22T12:31:17Z,39,0,0,0,149736.jpg,2.2,0,0,Mbemba,10.5,False,18.0,a,13,4,6.0,20,1375889,5265,951250,9678,0.0,5.1,Mbemba,0
403,1,4,266,50.0,50.0,3,195384,0,0,-1,1,232.4,0,0,3,0.1,0.4,0,Mikel,0.3,18,1,74.3,495,False,372.8,0,0,0,0,1331,Knock - 50% chance of playing,2018-04-27T17:31:17Z,49,0,0,0,195384.jpg,2.1,0,0,Merino,0.1,False,23.0,d,13,4,136.0,48,15183,1,15720,27,0.1,9.8,Merino,4
404,0,0,170,100.0,100.0,3,153127,-1,1,-2,2,164.4,0,0,3,0.1,0.8,0,Isaac,0.3,25,1,57.8,496,False,270.2,0,0,0,0,1347,,2017-12-23T21:01:17Z,43,0,0,0,153127.jpg,1.6,0,0,Hayden,0.2,False,14.0,a,13,4,144.0,40,26092,57,28696,57,0.1,9.3,Hayden,7
405,0,1,27,0.0,0.0,0,43521,0,0,-1,1,0.8,0,0,3,0.0,0.0,0,Henri,0.0,2,1,5.8,516,False,49.8,0,0,0,0,83,Season-long loan to Sivasspor,2018-01-31T19:01:19Z,44,0,0,0,43521.jpg,8.0,0,0,Saivet,0.0,False,24.0,u,13,4,7.0,8,3979,0,3852,6,0.0,1.8,Saivet,0
406,0,0,0,0.0,0.0,0,155503,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Freddie,0.0,0,0,0.0,529,False,0.0,0,0,0,0,0,Season-long loan to Aberdeen,2018-02-01T10:35:01Z,40,0,0,0,155503.jpg,0.0,0,0,Woodman,0.1,False,41.0,u,13,4,0.0,0,15141,4,10193,65,0.0,0.0,Woodman,0
407,0,2,133,,,3,67089,0,0,0,0,0.0,1,0,1,3.5,2.5,2,Martin,2.0,8,0,10.3,621,False,104.0,0,0,0,0,810,,,45,0,0,0,67089.jpg,3.6,0,12,Dubravka,1.0,False,12.0,a,13,4,0.0,32,70873,2228,15323,1436,0.4,7.1,Dubravka,0
408,0,2,229,100.0,100.0,3,58376,0,0,-1,1,0.0,0,0,1,6.0,3.0,3,Alex,3.5,24,0,24.2,305,False,241.6,0,0,0,0,1350,,2017-07-12T10:31:11Z,44,0,0,0,58376.jpg,2.7,0,36,McCarthy,0.7,False,13.0,a,14,20,0.0,40,48026,8377,15919,559,0.8,9.1,McCarthy,2
409,0,6,351,,,4,40383,0,0,-4,4,0.0,1,0,1,-1.0,-0.5,0,Fraser,0.0,30,0,48.9,306,False,488.2,0,0,0,0,1800,,,46,0,0,1,40383.jpg,3.6,0,69,Forster,3.9,False,44.0,a,14,20,0.0,73,371145,1156,536509,1341,0.0,15.9,Forster,0
410,5,4,509,100.0,100.0,6,40146,0,0,-2,2,560.7,1,0,2,5.0,2.5,2,Ryan,3.0,48,0,134.2,307,False,498.0,0,0,0,0,2875,,2018-03-31T13:01:18Z,53,0,0,0,40146.jpg,2.8,0,0,Bertrand,5.2,False,21.0,a,14,20,281.0,89,320479,4979,805731,1044,0.6,16.8,Bertrand,2
411,1,6,397,100.0,100.0,6,80447,0,0,-4,4,66.2,0,0,2,3.6,1.8,1,Maya,2.3,30,2,80.0,308,False,496.4,0,0,0,0,1875,,2018-02-17T16:01:19Z,46,0,0,0,80447.jpg,3.4,0,0,Yoshida,1.7,False,3.0,a,14,20,236.0,75,483481,5267,485842,614,0.5,16.3,Yoshida,2
412,0,0,35,0.0,0.0,0,169359,0,0,-2,2,38.6,0,0,2,0.0,0.0,0,Matt,0.0,6,0,8.1,309,False,42.2,0,0,0,0,166,Season-long loan to Fulham,2018-01-22T09:31:16Z,43,0,0,0,169359.jpg,1.0,0,0,Targett,0.1,False,33.0,u,14,20,0.0,2,1585,0,7556,5,0.0,0.5,Targett,0
413,2,2,429,100.0,100.0,6,58822,0,0,-3,3,403.2,1,0,2,7.6,3.8,1,Cédric,4.3,42,0,101.1,310,False,449.8,0,0,0,0,2524,,2018-01-13T15:01:17Z,47,0,0,0,58822.jpg,2.5,0,0,Soares,3.9,False,2.0,a,14,20,157.0,73,315347,11541,723282,1461,0.9,15.5,Cédric,2
414,1,1,47,100.0,100.0,0,40833,0,0,-3,3,29.9,0,0,2,-1.0,-0.5,0,Jérémy,0.0,3,0,10.0,312,False,65.8,0,0,0,0,180,,2018-01-13T15:01:17Z,42,0,0,0,40833.jpg,3.5,0,0,Pied,0.1,False,26.0,a,14,20,4.0,7,3506,9,6521,23,0.0,1.7,Pied,0
415,0,2,321,100.0,100.0,4,88900,0,0,-5,5,67.3,1,0,2,-2.0,-1.0,0,Jack,-0.5,32,2,66.4,313,False,454.8,0,0,0,0,1800,,2018-04-08T16:01:19Z,45,0,0,0,88900.jpg,2.5,1,0,Stephens,0.5,False,5.0,a,14,20,142.0,50,79331,192,99557,671,-0.1,11.1,Stephens,6
416,0,2,40,100.0,100.0,1,153373,0,0,-3,3,34.2,0,0,2,-1.0,-0.5,0,Sam,0.0,1,0,6.6,314,False,23.4,0,0,0,0,126,,2018-04-14T11:31:20Z,42,0,0,0,153373.jpg,2.4,0,0,McQueen,0.1,False,38.0,a,14,20,8.0,12,4195,22,6559,21,0.0,2.9,McQueen,0
417,0,0,57,,,1,171771,0,0,-4,4,1.0,1,0,2,6.0,3.0,1,Jan,3.5,4,1,10.1,315,False,80.4,0,0,0,0,270,,,41,0,0,0,171771.jpg,4.7,0,0,Bednarek,0.5,False,35.0,a,14,20,19.0,14,27366,9493,12304,534,0.9,3.4,Bednarek,1
418,2,6,337,0.0,0.0,4,17339,0,0,-3,3,350.8,2,0,3,0.0,0.0,0,Steven,0.3,21,3,82.5,316,False,345.2,0,0,0,0,1515,Achilles injury - Expected back 05 May,2018-04-27T08:31:16Z,47,0,0,0,17339.jpg,3.1,0,0,Davis,1.3,False,8.0,i,14,20,126.0,71,482879,2,456369,681,0.1,15.1,Davis,0
419,5,8,363,,,2,101178,0,0,-6,6,609.8,1,0,3,3.0,1.5,1,James,2.0,27,3,123.4,317,False,357.0,0,0,0,0,1662,,,49,0,0,0,101178.jpg,3.0,0,0,Ward-Prowse,1.8,False,16.0,a,14,20,270.0,83,244140,1654,274580,2362,0.4,16.9,Ward-Prowse,2
420,3,10,444,,,8,62399,0,0,-3,3,879.1,2,0,3,13.6,6.8,15,Dusan,7.3,42,6,206.3,318,False,568.4,0,0,0,0,2550,,,62,0,0,0,62399.jpg,3.5,0,0,Tadic,2.7,False,11.0,a,14,20,616.0,114,270419,50880,309892,1381,1.2,18.4,Tadic,4
421,0,0,0,0.0,0.0,0,85654,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Jordy,0.0,0,0,0.0,319,False,0.0,0,0,0,0,0,Season-long loan to Club Brugge,2017-08-31T22:20:53Z,44,0,0,0,85654.jpg,0.0,0,0,Clasie,0.1,False,4.0,u,14,20,0.0,0,4032,2,18849,4,0.0,0.0,Clasie,0
422,0,0,440,100.0,100.0,7,78056,0,0,-3,3,277.5,0,0,3,3.0,1.5,2,Oriol,2.0,45,1,103.5,320,False,539.4,0,0,0,0,2627,,2017-11-18T18:01:15Z,42,0,0,0,78056.jpg,2.0,0,0,Romeu Vidal,2.4,False,14.0,a,14,20,217.0,63,197862,7208,300629,1985,0.5,15.0,Oriol Romeu,9
423,0,0,224,100.0,100.0,2,132015,0,0,-2,2,211.8,0,0,3,2.0,1.0,0,Pierre-Emile,1.5,28,0,58.9,321,False,229.8,0,0,0,0,1396,,2017-09-23T13:01:15Z,43,0,0,0,132015.jpg,1.6,0,0,Højbjerg,0.4,False,23.0,a,14,20,145.0,33,43563,146,38530,364,0.3,7.7,Højbjerg,5
424,2,2,215,100.0,100.0,1,128198,0,0,-3,3,351.6,0,0,3,-1.0,-0.5,0,Sofiane,0.0,24,2,103.7,322,False,289.4,0,0,0,0,1206,,2018-04-18T13:31:18Z,57,0,0,0,128198.jpg,2.1,0,0,Boufal,0.2,False,19.0,a,14,20,397.0,55,17977,51,23881,30,0.0,9.6,Boufal,1
425,0,0,18,,,1,153379,0,0,-2,2,43.5,0,0,3,0.0,0.0,0,Joshua,0.5,2,0,22.5,323,False,32.6,0,0,0,0,160,,,43,0,0,0,153379.jpg,1.3,0,0,Sims,0.1,False,39.0,a,14,20,149.0,8,7499,27,7172,32,0.1,1.9,Sims,0
426,3,2,266,,,5,83283,0,0,-6,6,601.8,0,0,3,0.0,0.0,1,Nathan,0.5,30,0,130.6,324,False,291.0,0,0,0,0,1767,,,59,0,0,0,83283.jpg,2.1,0,0,Redmond,1.8,False,22.0,a,14,20,412.0,59,85423,171,377434,142,0.1,10.0,Redmond,3
427,2,0,160,100.0,100.0,4,20452,0,0,-4,4,286.7,0,0,4,4.0,2.0,1,Shane,2.5,26,2,101.3,325,False,226.0,0,0,0,0,1504,,2018-04-14T11:31:20Z,56,0,0,0,20452.jpg,1.9,0,0,Long,0.5,False,7.0,a,14,20,504.0,51,47940,1489,62549,480,0.4,9.1,Long,5
428,0,9,203,100.0,100.0,1,78356,0,0,-7,7,84.6,1,0,4,3.6,1.8,2,Charlie,2.3,15,7,89.5,326,False,279.4,0,0,0,0,795,,2018-03-31T13:01:18Z,58,0,0,0,78356.jpg,3.0,0,0,Austin,1.3,False,10.0,a,14,20,535.0,64,467733,9902,470048,1778,0.4,11.0,Austin,1
429,0,7,173,100.0,100.0,4,61548,0,0,-8,8,122.2,1,0,4,-0.4,-0.2,0,Manolo,0.3,17,4,48.7,327,False,164.6,0,0,0,0,1045,,2018-02-03T14:01:20Z,62,0,0,0,61548.jpg,2.1,0,0,Gabbiadini,1.3,False,20.0,a,14,20,220.0,58,266702,234,502222,249,0.0,9.4,Gabbiadini,2
430,1,5,334,100.0,100.0,4,151086,0,0,-2,2,168.3,0,0,3,1.6,0.8,5,Mario,1.3,31,1,66.6,500,False,358.0,0,0,0,0,1670,,2018-04-18T13:31:18Z,48,0,0,0,151086.jpg,2.4,0,0,Lemina,0.2,False,18.0,a,14,20,141.0,57,29824,676,33103,74,0.3,11.9,Lemina,2
431,0,0,0,,,0,3201,0,0,0,0,0.0,0,0,1,-1.0,-0.5,0,Stuart,0.0,0,0,0.0,506,False,0.0,0,0,0,0,0,,,40,0,0,0,3201.jpg,0.0,0,0,Taylor,0.4,False,28.0,a,14,20,0.0,0,18344,41,13347,90,0.0,0.0,Taylor,0
