FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Sofiane,Boufal,MID,SOU,5500000,0,55,3.97849602155789E-27,7.23362913010526E-34,1E-05,0,0,1,24,0,0,0,2,0,0,0,0,0,55,0,0,0,0,2,0,1,0,2,0.2,0,0,0,0,0,1206,0,0,0,215,Burnley,Everton,Leicester,Crystal Palace,Brighton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.7
Robbie,Brady,MID,BUR,5500000,0,56,2.02541615642947E-26,3.68257482987177E-33,1.01818181818182E-05,0,0,3,12,0,0,0,1,0,0,0,0,0,56,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,1277,0,0,0,216,Southampton,Watford,Fulham,Man Utd,Wolverhampton,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.3
Claudio,Bravo,GLK,MCI,5000000,0,10,7.23362913010526E-28,1.44672582602105E-34,2E-06,0,0,0,1,0,4,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0.2,0,0,0,0,0,224,0,0,0,42,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Miguel,Britos,DEF,WAT,4500000,0,22,1.59139840862316E-27,3.53644090805146E-34,4.88888888888889E-06,0,0,3,16,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,0.1,0,0,0,0,0,795,0,0,1,149,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3
David,Brooks,MID,BOU,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Cardiff City,West Ham,Everton,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bruno,DEF,BHA,4500000,0,84,2.21052631578947,4.91228070175439E-07,1.86666666666667E-05,0,0,3,23,0,0,0,0,0,0,0,0,0,84,0,0,0,0,8,0,10,0,0,0.3,0,0,0,0,0,2014,0,0,0,423,Watford,Man Utd,Liverpool,Fulham,Southampton,1.9,1.9,1.6,3.1,1.8,2,1.4,1.9,1.4,3.1,1.7,2.7,1.8,1.5,2.1,1.5,2.2,1.4,1.8,2.1,1.5,2.1,1.5,2.7,2.4,1.9,1.8,1.3,1.9,1.7,3.1,2.2,1.6,1.8,2.7,1.8,1.4,1.8,57.2
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,Watford,Man Utd,Liverpool,Fulham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,5,1.80840728252632E-27,4.01868285005848E-34,1.11111111111111E-06,0,0,1,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,41,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5
Willy,Caballero,GLK,CHE,5000000,0,11,7.95699204311579E-28,1.59139840862316E-34,2.2E-06,0,0,0,4,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,270,0,0,0,54,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
Gary,Cahill,DEF,CHE,5500000,0,74,5.3528855562779E-27,9.73251919323254E-34,1.34545454545455E-05,0,0,1,27,0,0,0,0,0,0,0,0,0,74,0,0,0,0,2,0,9,0,0,1.1,0,0,0,0,0,2082,0,0,1,447,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4
Tom,Cairney,MID,FUL,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Burnley,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic,Calvert-Lewin,FWD,EVE,5500000,0,88,2.31578947368421,4.21052631578947E-07,1.6E-05,0,0,4,28,0,0,0,4,0,0,0,0,0,88,0,0,0,0,3,0,6,0,8,2.5,0,0,0,0,0,1871,0,0,0,255,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,2.9,2.3,1.9,2.2,2.2,1.5,3.3,1.8,2.2,1.3,2.3,1.2,3.3,1.4,2.2,2.1,1.4,1.9,1.6,1.8,2.3,2.4,1.8,1.8,3.3,1.7,1.9,2.9,1.8,1.7,1.6,1.7,1.9,2.9,1.7,1.7,2.1,1.4,130.2
Etienne,Capoue,MID,WAT,5000000,0,48,3.47214198245053E-27,6.94428396490105E-34,9.6E-06,0,0,3,29,0,0,0,1,0,0,0,0,0,48,0,0,0,0,0,0,4,0,1,0.3,0,0,0,0,0,1537,0,0,0,262,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7
Guido,Carrillo,FWD,SOU,5500000,0,15,0.394736842105263,7.17703349282297E-08,2.72727272727273E-06,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,449,0,0,0,40,Burnley,Everton,Leicester,Crystal Palace,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4
Andy,Carroll,FWD,WHU,5500000,0,36,8.13783277136842E-24,1.47960595843062E-30,6.54545454545455E-06,0,0,5,13,0,0,0,3,0,0,0,0,0,36,0,0,0,0,6,0,3,0,1,0.2,0,0,0,0,0,742,0,0,1,106,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8
Craig,Cathcart,DEF,WAT,4500000,0,14,1.01270807821474E-27,2.25046239603275E-34,3.11111111111111E-06,0,0,1,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,495,0,0,0,90,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6
Ivan,Cavaleiro,MID,WOL,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr,Cech,GLK,ARS,5000000,0,124,3.26315789473684,6.52631578947368E-07,2.48E-05,0,0,1,48,0,90,0,0,0,0,0,0,0,124,0,0,0,0,7,0,11,0,0,1.1,0,0,0,1,0,3039,0,0,0,627,Man City,Chelsea,West Ham,Cardiff City,Newcastle,3.3,3.3,3.4,4.1,2.7,3.7,4.1,4.1,3.2,3.1,3.7,4.6,2.6,3.6,2.8,3.4,3.2,3.5,3.5,3,4.6,2.8,3.9,4.6,2.7,2.8,3.9,3.2,3,3.5,4.1,3.4,3.1,3.5,3.7,2.6,4.2,2.8,71.9
,Cedric,DEF,SOU,4500000,0,85,2.23684210526316,4.97076023391813E-07,1.88888888888889E-05,0,0,3,44,0,0,0,0,0,0,0,0,0,85,0,0,0,0,2,0,7,0,3,16,0,0,0,0,0,2794,0,0,0,481,Burnley,Everton,Leicester,Crystal Palace,Brighton,2,1.7,1.8,1.7,2.4,1.7,2.8,2.3,1.4,1.9,1.4,2.4,2.8,2,1.6,2.8,1.8,1.5,1.9,1.8,1.8,1.4,2.1,2.1,1.5,3.2,1.4,3.2,1.5,2.1,2,2,2.1,3.2,1.5,1.8,1.5,1.9,112.3
Nathaniel,Chalobah,MID,WAT,4500000,0,13,9.40371786913684E-28,2.08971508203041E-34,2.88888888888889E-06,0,0,1,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0.9,0,0,0,0,0,447,0,0,0,40,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
,Chamberlain,MID,LIV,6500000,0,94,2.12487855696842E-23,3.26904393379757E-30,1.44615384615385E-05,0,0,3,28,0,0,0,3,0,0,0,0,0,94,0,0,0,0,5,0,5,0,7,0.1,0,0,0,0,0,1718,0,0,0,423,West Ham,Crystal Palace,Brighton,Leicester,Tottenham,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.5
Calum,Chambers,DEF,ARS,4500000,0,23,1.66373469992421E-27,3.6971882220538E-34,5.11111111111111E-06,0,0,1,14,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,2,0,0,0.6,0,0,0,0,0,864,0,0,0,171,Man City,Chelsea,West Ham,Cardiff City,Newcastle,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2
,Chicharito,FWD,WHU,6500000,0,93,2.44736842105263,3.76518218623482E-07,1.43076923076923E-05,0,0,3,36,0,0,0,8,0,0,0,0,0,93,0,0,0,0,14,0,6,0,2,2.5,0,0,0,0,0,1537,0,0,0,309,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,1.5,2.6,1.6,3.5,1.9,1.8,1.9,2,2,2,2.3,1.9,2,1.9,3.5,2.4,3,2.3,2,1.8,2.5,2.1,2.1,3,2,1.9,3.5,1.6,2.4,3,2.4,2.4,1.4,1.5,2.5,1.6,2.5,1.9,115
Benjamin,Chilwell,DEF,LEI,5000000,0,65,2.35092946728421E-26,4.70185893456842E-33,1.3E-05,0,0,1,30,0,0,0,0,0,0,0,0,0,65,0,0,0,0,4,0,6,0,2,0.1,0,0,0,0,0,1848,0,0,1,381,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
Hamza,Choudhury,MID,LEI,4500000,0,13,9.40371786913684E-28,2.08971508203041E-34,2.88888888888889E-06,0,0,1,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,375,0,0,0,60,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4
Andreas,Christensen,DEF,CHE,5500000,0,79,5.71456701278316E-27,1.03901218414239E-33,1.43636363636364E-05,0,0,0,23,0,0,0,0,0,0,0,0,0,79,0,0,0,0,4,0,8,0,0,1.9,0,0,0,0,0,2067,0,0,0,475,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3
Cyrus,Christie,DEF,FUL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Burnley,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,64,2.31476132163368E-26,5.14391404807485E-33,1.42222222222222E-05,0,0,3,30,0,0,0,2,0,0,0,0,0,64,0,0,0,0,6,0,4,0,1,0,0,0,0,0,0,1745,0,0,0,317,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5
Tom,Cleverley,MID,WAT,5000000,0,58,1.52631578947368,3.05263157894737E-07,1.16E-05,0,0,1,33,0,0,0,1,0,0,0,0,0,58,0,0,1,0,3,0,6,0,2,0,0,0,0,0,0,1900,0,0,1,300,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,0,0.8,1.2,0.8,0.8,1.9,0.8,1.1,1.9,1.1,0.8,0.9,0.8,1,0.8,0.9,2.2,0.8,0.8,1,0.8,1,1.1,0.8,0.8,1.2,1.9,0.8,1.2,0.8,1.2,0.8,2.2,1,0.9,2.2,0.8,1.1,92.1
Nathaniel,Clyne,DEF,LIV,5000000,0,7,5.06354039107368E-28,1.01270807821474E-34,1.4E-06,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,173,0,0,0,25,West Ham,Crystal Palace,Brighton,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7
Conor,Coady,DEF,WOL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5500000,0,39,2.82111536074105E-27,5.12930065589283E-34,7.09090909090909E-06,0,0,0,12,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,4,0,1,4.4,0,0,0,0,0,1035,0,0,0,198,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2
Matthew,Connolly,DEF,CAR,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,0,100,2.63157894736842,5.26315789473684E-07,2E-05,0,0,7,39,0,0,0,2,0,0,0,0,0,100,0,0,0,0,6,0,12,0,1,1.1,0,0,0,0,0,3420,0,0,0,533,Southampton,Watford,Fulham,Man Utd,Wolverhampton,2.2,2.5,3.3,1.9,3.3,2.6,3.3,2.7,1.3,2.1,2,2.3,2.4,2.3,1.8,2.3,1.4,1.9,2.8,2.5,2.2,3.7,2,1.5,2.7,1.8,1.9,1.9,2.9,1.3,2.8,3.7,2,3.7,1.6,1.4,2.2,2.4,119
Helder,Costa,MID,WOL,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thibaut,Courtois,GLK,CHE,5500000,0,136,3.57894736842105,6.50717703349282E-07,2.47272727272727E-05,0,0,2,34,0,77,0,0,0,0,0,0,0,136,0,0,0,0,4,0,15,0,0,8.6,0,0,0,0,0,3150,0,0,0,635,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,3.2,3.8,3.1,3.7,5.1,3.2,4.2,3.7,4,3.2,4.2,4.3,3.5,5.1,4.4,3.8,4,3.7,4,3.5,4.4,3.8,3.1,3,3.9,3.1,4.7,4.2,4.4,5.1,3.6,4.4,3.9,3.5,4,3.3,4.6,3,55.2
Aaron,Cresswell,DEF,WHU,5500000,0,118,3.10526315789474,5.64593301435407E-07,2.14545454545455E-05,0,0,7,60,0,0,0,1,0,0,0,0,0,118,0,0,0,0,10,0,10,0,7,2.5,0,0,0,0,0,3069,0,0,0,613,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,2.8,3,2.5,4.4,2.9,3.7,3.2,3.3,3.4,2.4,3.2,2.6,3.1,2.5,4.4,3.5,3.9,3.8,3,2.6,3.9,3.1,2.4,3.9,3.4,2.8,4.4,2.5,3.1,3.9,3.2,3.5,3.1,2.6,3,2.8,3.6,3.2,145
Pontus,Dahlberg,GLK,WAT,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,Leicester,Brighton,Tottenham,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic,Damour,MID,CAR,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4500000,0,94,2.47368421052632,5.49707602339181E-07,2.08888888888889E-05,0,0,0,50,0,0,0,1,0,0,0,0,0,94,0,0,0,0,4,0,6,0,3,17.3,0,0,0,0,0,3001,0,0,0,587,Cardiff City,West Ham,Everton,Chelsea,Leicester,3.5,1.8,2.5,2.2,2.1,1.8,2.5,2.3,2.6,3.1,2.3,1.7,2.2,1.7,2.2,2.4,3.1,2.8,1.9,1.8,2.8,2,2.2,2.7,3.1,1.9,3.5,1.7,2.2,1.8,2.2,1.6,2.3,2.3,3.5,2.1,2.4,2,125.9
,Danilo,DEF,MCI,5500000,0,100,7.23362913010526E-27,1.31520529638277E-33,1.81818181818182E-05,0,0,2,11,0,0,0,3,0,0,0,0,0,100,0,0,0,0,8,0,9,0,2,1.1,0,0,0,0,0,1340,0,0,0,398,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1
Scott,Dann,DEF,CRY,4500000,0,32,7.23362913010526E-24,1.60747314002339E-30,7.11111111111111E-06,0,0,4,26,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1434,0,0,0,211,Fulham,Liverpool,Watford,Southampton,Huddersfield,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Karl,Darlow,GLK,NEW,4500000,0,33,2.38709761293474E-27,5.3046613620772E-34,7.33333333333333E-06,0,0,0,15,0,35,0,0,0,0,0,0,0,33,0,0,0,0,2,0,2,0,0,0.1,0,1,0,0,0,900,0,0,0,172,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9
Matteo,Darmian,DEF,MUN,5000000,0,27,1.95307986512842E-27,3.90615973025684E-34,5.4E-06,0,0,0,3,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,3,0,0,0.1,0,0,0,0,0,443,0,0,0,119,Leicester,Brighton,Tottenham,Burnley,Watford,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
,David Luiz,DEF,CHE,5500000,0,32,1.15738066081684E-26,2.10432847421244E-33,5.81818181818182E-06,0,0,3,13,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,3,0,2,0.1,0,0,0,0,0,838,0,0,1,186,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6
,David Silva,MID,MCI,8500000,0,169,1.22248332298779E-26,1.43821567410328E-33,1.98823529411765E-05,0,0,5,18,0,0,0,9,0,0,0,0,0,169,0,0,0,0,26,0,14,0,11,7.4,0,0,0,0,0,2431,0,0,0,671,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.5
Ben,Davies,DEF,TOT,6000000,0,143,3.76315789473684,6.2719298245614E-07,2.38333333333333E-05,0,0,3,20,0,0,0,2,0,0,0,0,0,143,0,0,0,0,14,0,12,0,7,8.4,0,0,0,0,0,2323,0,0,0,615,Newcastle,Fulham,Man Utd,Watford,Liverpool,3.4,5.3,3.5,4.3,4.5,4.3,3.5,5.3,3.5,4.1,4.7,3.8,4.8,3.3,4.7,3.2,4.3,3.8,4,5.3,4.7,4.3,4.7,5,4.1,4,3.5,4.1,4.1,4,4.6,3.7,5,4.2,3.3,4.2,3.2,4.6,151
Tom,Davies,MID,EVE,5500000,0,66,1.73684210526316,3.15789473684211E-07,1.2E-05,0,0,7,24,0,0,0,2,0,0,0,0,0,66,0,0,0,0,3,0,6,0,2,0.3,0,0,0,0,0,1892,0,0,0,223,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,2.2,1.4,1,1.4,1.3,0.9,2.5,1.2,1.5,0.9,1.2,0.9,2.5,0.9,1.2,1.3,0.9,0.9,1,0.9,1.5,1.3,1.1,1.1,2.5,1,0.9,2.2,0.9,0.9,1,1,1.2,2.2,1,1.2,1.3,0.9,65.8
Steven,Davis,MID,SOU,5000000,0,71,5.13587668237474E-27,1.02717533647495E-33,1.42E-05,0,0,0,21,0,0,0,3,0,0,0,0,0,71,0,0,0,0,6,0,4,0,2,0.2,0,0,0,0,0,1515,0,0,0,337,Burnley,Everton,Leicester,Crystal Palace,Brighton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5
Kevin,De Bruyne,MID,MCI,10000000,0,209,5.5,5.5E-07,2.09E-05,0,0,2,22,0,0,0,8,0,0,0,0,0,209,0,0,0,0,25,0,19,0,18,27.1,0,0,0,0,0,3073,0,0,0,872,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,5.9,7.5,6.8,6.9,7.8,6.8,6.8,4.6,7.3,4.8,7.6,6,6.2,7.3,6.2,5.2,7.7,7.8,6.8,6.6,5.7,7.8,6.5,5.9,6.9,6.3,6.7,7.2,6.3,7.2,4.9,6.8,7.8,6.8,5.9,6.2,7.8,5.7,368.9
David,De Gea,GLK,MUN,6000000,0,172,4.52631578947368,7.54385964912281E-07,2.86666666666667E-05,0,0,0,28,0,115,0,0,0,0,0,0,0,172,0,0,0,0,10,0,18,0,0,32,0,0,0,0,0,3330,0,0,0,757,Leicester,Brighton,Tottenham,Burnley,Watford,5.2,5.6,5.8,4.6,5.5,6.4,4.6,5.4,5.3,5.9,4.3,4.4,5.9,5.2,5.3,6.4,4.9,5.6,5.5,5.2,4.5,4.9,6.4,5.5,4.3,5.6,5.8,5,6.1,4.4,5.3,6.3,5.6,5.5,5,6.1,4.6,6.4,83.4
Troy,Deeney,FWD,WAT,6000000,0,73,1.92105263157895,3.20175438596491E-07,1.21666666666667E-05,0,0,1,30,0,0,0,5,0,0,0,0,0,73,0,0,2,0,7,0,6,0,2,0.8,0,0,0,0,0,1836,0,0,1,241,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,1.7,1.2,1.6,1.4,1.3,2.4,1.1,1.8,2.4,1.7,1.3,1.3,1.3,1.3,1.4,1.3,2.7,1.3,1.2,1.6,1.4,1.3,1.6,1,1.4,1.6,2.4,1,1.7,1,1.7,1,2.7,1.4,1.3,2.7,1,1.6,125.3
