FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Victor,Wanyama,MID,TOT,5000000,0,32,2.31476132163368E-27,4.62952264326737E-34,6.4E-06,0,0,2,11,0,0,0,1,0,0,0,0,0,32,0,0,0,0,1,0,2,0,0,0.2,0,0,0,0,0,837,0,0,0,174,Newcastle,Fulham,Man Utd,Watford,Liverpool,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8
Danny,Ward,MID,CAR,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Ward,GLK,LIV,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,West Ham,Crystal Palace,Brighton,Leicester,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4500000,0,41,1.07894736842105,2.39766081871345E-07,9.11111111111111E-06,0,0,4,25,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,4,0,1,0.3,0,1,0,0,0,1613,0,0,0,276,Fulham,Liverpool,Watford,Southampton,Huddersfield,1.3,0.6,0.6,0.7,0.5,0.6,0.5,1.5,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.5,1.5,0.7,1.3,0.8,0.5,0.5,1.5,0.6,0.5,0.6,0.5,0.8,0.5,0.6,0.5,0.5,0.5,0.7,1.3,0.5,56.3
Stephen,Ward,DEF,BUR,5000000,0,102,2.68421052631579,5.36842105263158E-07,2.04E-05,0,0,1,27,0,0,0,1,0,0,0,0,0,102,0,0,0,0,9,0,9,0,1,9.1,0,0,0,0,0,2460,0,0,0,484,Southampton,Watford,Fulham,Man Utd,Wolverhampton,2.4,3.1,3.3,2.6,3.3,2.4,3.3,2.5,1.9,3,2,1.9,2.5,2.3,2.8,3.2,2.2,1.9,2.8,2.5,2,3.8,2.6,2.1,2.9,2.6,2.7,2,2.8,2.2,2.4,3.8,1.9,3.8,2.4,2.5,2.3,2.5,85.4
James,Ward-Prowse,MID,SOU,5500000,0,84,2.21052631578947,4.01913875598086E-07,1.52727272727273E-05,0,0,3,29,0,0,0,3,0,0,0,0,0,84,0,0,0,0,8,0,2,0,5,0.7,0,0,0,0,0,1708,0,0,0,367,Burnley,Everton,Leicester,Crystal Palace,Brighton,1.9,1.7,2.2,1.8,1.8,1.1,2.7,1.6,1.5,1.8,1.1,1.9,2.7,1.4,1.1,2.7,1.8,1.6,1.9,1.1,1.2,1.8,2.1,2.2,1.5,3.1,1.4,3.1,1.1,1.4,1.5,1.3,1.3,3.1,1.4,2,1.5,2.1,127.1
Danny,Welbeck,FWD,ARS,6500000,0,70,1.84210526315789,2.83400809716599E-07,1.07692307692308E-05,0,0,1,21,0,0,0,5,0,0,0,0,0,70,0,0,0,0,6,0,4,0,2,0.8,0,0,0,0,0,1178,0,0,0,249,Man City,Chelsea,West Ham,Cardiff City,Newcastle,1.3,0.9,1.5,2.3,1.2,1.5,1.5,2.3,1.6,1.2,1.2,2.6,1.3,1.3,0.9,1.6,1.3,1.5,1.3,0.9,2.6,1.2,1.1,2.6,1,1.2,1.6,1.7,1,1.2,2.3,1.5,1.2,1.2,1.5,1.2,1.6,1.1,96
Nahki,Wells,FWD,BUR,4500000,0,9,6.51026621709474E-28,1.44672582602105E-34,2E-06,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,46,0,0,0,20,Southampton,Watford,Fulham,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
Ashley,Westwood,MID,BUR,4500000,0,35,2.53177019553684E-27,5.62615599008187E-34,7.77777777777778E-06,0,0,2,17,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,2,0,1,0.3,0,0,0,0,0,1105,0,0,0,189,Southampton,Watford,Fulham,Man Utd,Wolverhampton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7
Connor,Wickham,FWD,CRY,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Fulham,Liverpool,Watford,Southampton,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio,Wijnaldum,MID,LIV,5500000,0,85,2.23684210526316,4.06698564593301E-07,1.54545454545455E-05,0,0,1,23,0,0,0,1,0,0,0,0,0,85,0,0,0,0,1,0,15,0,2,0.5,0,0,0,0,0,2381,0,0,0,406,West Ham,Crystal Palace,Brighton,Leicester,Tottenham,2,1.8,1.8,1.8,1.1,2.1,1.2,1.1,1.7,3.2,1.4,3.2,1.5,2.2,1.6,1.6,1.5,2.8,1.8,1.8,1.1,1.4,2.2,2.2,1.5,2,1.1,1.9,1.7,2,2.8,1.4,1.7,1.6,2.8,2.1,1.4,3.2,109.9
Ashley,Williams,DEF,EVE,4500000,0,56,1.47368421052632,3.27485380116959E-07,1.24444444444444E-05,0,0,3,31,0,0,0,1,0,0,0,0,0,56,0,0,0,0,3,0,5,0,0,1.5,0,0,0,0,0,1830,0,0,1,332,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,1.8,1.2,0.7,1,1,0.7,2.1,0.7,1.1,0.8,1.3,0.9,2.1,0.8,1,1.3,0.7,1.1,0.8,1,0.9,0.9,0.9,0.7,2.1,1,0.9,1.8,1.1,0.7,1.2,0.7,0.9,1.8,1,0.8,1,0.8,68.9
Danny,Williams,MID,HUD,4500000,0,28,6.32942548884211E-24,1.40653899752047E-30,6.22222222222222E-06,0,0,2,22,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,134,Chelsea,Man City,Cardiff City,Everton,Crystal Palace,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
,Willian,MID,CHE,7500000,0,130,9.40371786913684E-27,1.25382904921825E-33,1.73333333333333E-05,0,0,1,19,0,0,0,6,0,0,0,0,0,130,0,0,0,0,13,0,9,0,8,8.3,0,0,0,0,0,1874,0,0,0,522,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.5
Jack,Wilshere,MID,WHU,5000000,0,46,3.32746939984842E-27,6.65493879969684E-34,9.2E-06,0,0,6,16,0,0,0,1,0,0,0,0,0,46,0,0,0,0,2,0,4,0,3,4.7,0,0,0,0,0,1185,0,0,0,236,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
Callum,Wilson,FWD,BOU,6000000,0,102,2.68421052631579,4.47368421052632E-07,1.7E-05,0,0,0,33,0,0,0,8,0,0,0,0,0,102,0,0,0,0,13,0,6,0,2,4.2,0,0,0,0,0,1981,0,0,0,282,Cardiff City,West Ham,Everton,Chelsea,Leicester,3.8,2.2,2.7,1.6,2.8,2.1,2.7,2.2,2.8,3.3,2.2,2.2,2.4,1.8,2.8,2.3,3.3,2.9,1.8,1.7,2.7,2.2,2.7,2.1,3.3,1.8,3.8,1.9,2.3,2.2,2.7,2.3,2.6,2.3,3.8,2.3,2.3,2.2,147.5
Harry,Winks,MID,TOT,5500000,0,31,1.12121251516632E-26,2.0385682093933E-33,5.63636363636364E-06,0,0,0,9,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,768,0,0,0,167,Newcastle,Fulham,Man Utd,Watford,Liverpool,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1
Chris,Wood,FWD,BUR,6500000,0,104,2.73684210526316,4.21052631578947E-07,1.6E-05,0,0,1,11,0,0,0,10,0,0,0,0,0,104,0,0,0,0,20,0,10,0,1,2.8,0,0,0,0,0,1621,0,0,0,314,Southampton,Watford,Fulham,Man Utd,Wolverhampton,2.4,2.8,3.4,2.3,3.4,3,3.4,2.9,1.9,2.1,2.3,2.4,2.8,2.3,2.4,2.9,1.9,2,2.8,2.8,2.3,3.9,2.2,1.8,2.9,2.4,2.4,2.3,2.8,1.8,2.9,3.9,2.5,3.9,1.6,2.4,2.3,2.5,133.8
Granit,Xhaka,MID,ARS,5500000,0,109,2.86842105263158,5.21531100478469E-07,1.98181818181818E-05,0,0,10,50,0,0,0,1,0,0,0,0,0,109,0,0,0,0,3,0,12,0,8,4.7,0,0,0,0,0,3259,0,0,0,593,Man City,Chelsea,West Ham,Cardiff City,Newcastle,1.6,1.8,2.9,3.6,2.1,3.1,2.9,3.6,3.2,2.7,2.1,4.1,2.3,2.2,1.7,3,2.5,2.9,2.1,1.6,4.1,2.3,2.4,4.1,1.4,2.5,3.1,2.9,1.7,2.2,3.6,2.7,2.5,2.3,3.2,2.6,2.6,2.3,195.3
Andriy,Yarmolenko,MID,WHU,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Yedlin,DEF,NEW,4500000,0,88,2.31578947368421,5.14619883040936E-07,1.95555555555556E-05,0,0,5,37,0,0,0,0,0,0,0,0,0,88,0,0,0,0,5,0,7,0,2,1.8,0,1,0,0,0,2842,0,0,0,467,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,2.2,2.9,2.4,1.5,2,1.8,1.9,1.6,2.6,1.9,2.5,1.9,1.6,2,1.8,3.3,1.6,3.3,1.8,2.1,2.1,1.9,3.3,2,1.7,2.9,2,2.1,1.6,2.3,1.5,1.5,2.2,1.5,2.4,2.1,2.2,2.9,90
Maya,Yoshida,DEF,SOU,4500000,0,76,2,4.44444444444444E-07,1.68888888888889E-05,0,0,2,32,0,0,0,2,0,0,0,0,0,76,0,0,0,0,6,0,6,0,1,1.7,0,0,0,0,0,2049,0,0,1,413,Burnley,Everton,Leicester,Crystal Palace,Brighton,1.6,1.4,1.5,1.4,2.1,1.4,2.5,1.9,1.2,1.6,1.2,2,2.5,1.6,1.4,2.5,1.5,1.2,1.6,1.5,1.5,1.1,1.8,1.8,1.3,2.8,1.2,2.8,1.3,1.7,1.6,1.7,1.8,2.8,1.2,1.5,1.2,1.6,83
Ashley,Young,DEF,MUN,6000000,0,98,2.57894736842105,4.29824561403509E-07,1.63333333333333E-05,0,0,7,26,0,0,0,2,0,0,0,0,0,98,0,0,0,0,11,0,9,0,6,5.4,0,0,0,0,0,2444,0,0,0,479,Leicester,Brighton,Tottenham,Burnley,Watford,2.2,2.5,2.6,1.9,2.4,3.7,1.9,2.3,2.3,2.7,1.8,1.8,2.6,2.3,2.3,3.7,2.1,3.2,2.4,2.3,1.8,2.1,3,2.4,1.7,3.2,2.6,2.1,2.8,1.8,2.3,2.9,3.2,2.4,2.1,2.8,1.9,3.7,131.6
Pablo,Zabaleta,DEF,WHU,4500000,0,90,2.36842105263158,5.26315789473684E-07,2E-05,0,0,9,62,0,0,0,0,0,0,0,0,0,90,0,0,0,0,6,0,10,0,1,2.7,0,1,0,0,0,3289,0,0,0,563,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,1.8,2,1.6,3.4,1.9,2.5,2.1,2.2,2.3,1.5,2.1,1.6,2,1.6,3.4,2.3,2.9,2.6,2,1.7,2.7,2,1.5,2.9,2.3,1.9,3.4,1.6,2.1,2.9,2.1,2.3,2,1.7,2,1.8,2.4,2.1,100.7
Wilfried,Zaha,FWD,CRY,7000000,0,136,3.57894736842105,5.11278195488722E-07,1.94285714285714E-05,0,0,5,31,0,0,0,9,0,0,0,0,0,136,0,0,0,0,8,0,10,0,7,30.4,0,0,0,0,0,2549,0,0,0,404,Fulham,Liverpool,Watford,Southampton,Huddersfield,4.4,3.6,3.4,4.3,3.5,4.2,3.7,5.1,3.4,3.7,2.6,3.6,2.8,4,3.6,3.4,4.3,2.9,5.1,3.3,4.4,4.1,2.8,3.6,5.1,4.1,3.6,3.5,3.3,4.3,2.9,4.2,3.4,3.6,3,4.1,4.4,4.4,251
,Zanka,DEF,HUD,4500000,0,107,2.81578947368421,6.25730994152047E-07,2.37777777777778E-05,0,0,6,58,0,0,0,0,0,0,0,0,0,107,0,0,0,0,9,0,10,0,3,10.8,0,0,0,0,0,3420,0,0,0,623,Chelsea,Man City,Cardiff City,Everton,Crystal Palace,3.2,2.1,4,2.5,3,2,2.9,2.2,3,2.8,4,2.7,3.5,3.4,2,2.1,2.7,3.2,2.2,3.5,2.8,3.5,2.6,3,2.6,2.6,2.1,4,2.8,2.6,2.2,2.4,2.6,2.4,3.3,2.4,2.8,2.6,106.2
Davide,Zappacosta,DEF,CHE,5500000,0,58,4.19550489546105E-27,7.6281907190201E-34,1.05454545454545E-05,0,0,0,15,0,0,0,1,0,0,0,0,0,58,0,0,0,0,1,0,5,0,1,0.3,0,0,0,0,0,1087,0,0,0,226,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6
Marvin,Zeegelaar,DEF,WAT,4500000,0,28,2.02541615642947E-27,4.5009247920655E-34,6.22222222222222E-06,0,0,4,18,0,0,0,0,0,0,0,0,0,28,0,0,0,0,5,0,2,0,2,0.1,0,0,0,0,0,993,0,0,1,186,Brighton,Burnley,Crystal Palace,Tottenham,Man Utd,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2
Oleksandr,Zinchenko,MID,MCI,5000000,0,16,1.15738066081684E-27,2.31476132163368E-34,3.2E-06,0,0,1,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0.1,0,0,0,0,0,530,0,0,0,104,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3
Kenneth,Zohore,FWD,CAR,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
